id,release_dates,name,category,slug,platforms,genres,tags,age_ratings,rating,rating_count,similar_games,themes,summary,involved_companies

227,2007,World of Warcraft: The Burning Crusade,expansion,world-of-warcraft-the-burning-crusade,"['PC (Microsoft Windows)', 'Mac']",['Role-playing (RPG)'],"['17', '268435468', '536870928', '536870984', '536871008', '536871041', '536871071', '536871082', '536871133', '536871138', '536871148', '536871283', '536871409', '536871421', '536871422', '536871470', '536871504', '536871535', '536871581', '536871670', '536871682', '536871728', '536871738', '536871812', '536871904', '536872019', '536872140', '536872205', '536872245', '536872257', '536872334', '536872449', '536872462', '536872611', '536872622', '536872628', '536872733', '536872810', '536872898', '536872928', '536872978', '536873023', '536873079', '536873089', '536873092', '536873236', '536873327', '536873351', '536873364', '536873384', '536873580', '536873671', '536873718', '536874040', '536874134', '536874345', '536874398', '536874743', '536875044', '536875074', '536875082', '536875091', '536875147', '536875162', '536875196', '536875199', '536875210', '536875264', '536875271', '536875300', '536875302', '536875304', '536875311', '536875316', '536875322', '536875324', '536875380', '536875381', '536875453', '536875457', '536875492', '536875525', '536875571', '536875595', '536875688', '536875693', '536875735', '536875766', '536875790', '536875791', '536875798', '536875799', '536875803', '536875830', '536875896', '536875930', '536875931', '536876017', '536876018', '536876036', '536876126', '536876200', '536876216', '536876220', '536876271', '536876299', '536876315', '536876388', '536876503', '536876511', '536876512', '536876583', '536876585', '536876598', '536876704', '536876718', '536876730', '536876752', '536876850', '536876948', '536876974', '536876981', '536876986', '536877122', '536877208', '536877210', '536877276', '536877383', '536877453', '536877454', '536877532', '536877568', '536877569', '536877628', '536877658', '536877992', '536878306', '536878322', '536878335', '536878352', '536878370', '536878385', '536878392', '536878482', '536878517', '536878524', '536879132', '536879133', '536879154', '536879818', '536880004', '536880296', '536880386', '536880469', '536880490', '536880634', '536880753', '536880755', '536880765', '536880833', '536881508', '536882927', '536883412', '536883414', '536883945', '536884018', '536884840']","['T', 'Twelve']",90.8672962410855,231,"[""Baldur's Gate II: Shadows of Amn"", 'The Elder Scrolls IV: Oblivion', 'Minecraft', 'World of Warcraft', 'Diablo', 'The Elder Scrolls V: Skyrim', 'Dishonored', 'Planescape: Torment', 'The Elder Scrolls Online', 'Perfect World']",['Fantasy'],"World of Warcraft: The Burning Crusade, the first expansion for World of Warcraft. Including an increase of the level cap, the introduction of the blood elves and the draenei as playable races, and the addition of the world of Outland, along with many new zones, dungeons, items, quests, and monsters.",['Blizzard Entertainment']

1091,1995,Donkey Kong Land,main_game,donkey-kong-land,"['Game Boy', 'Nintendo 3DS']","['Platform', 'Adventure']","['1', '268435464', '268435487', '536875282']","['E', 'Three', 'CERO_A']",65.77874341165558,20,"['Toby: The Secret Mine', 'Forgotton Anne', 'Planet Alpha', 'Pepper Grinder', 'Pikuniku', 'Garena Free Fire', 'Unbound: Worlds Apart', 'Eternity: The Last Unicorn', 'Gears 5', 'Apsulov: End of Gods']",['Action'],"Donkey Kong Land is a Jump & Run classic, developed by Rareware and released by Nintendo for the Game Boy in June 1995.

Cranky Kong, jealous of all the success Donkey Kong and Diddy Kong have had from Donkey Kong Country on the SNES, challenges the Kongs to beat another adventure on an 8-bit system (Game Boy). As King K. Rool agrees with Cranky and steals the bananas again, Donkey & Diddy Kong set out to go through another adventure!","['Rare', 'Nintendo', 'Nintendo', 'Playtronic']"

5531,2002,The Sims: Unleashed,expansion,the-sims-unleashed,"['PC (Microsoft Windows)', 'Mac']","['Role-playing (RPG)', 'Simulator', 'Strategy', 'Adventure']","['17', '27', '33', '44', '268435468', '268435469', '268435471', '268435487', '536871906', '536872074', '536872847', '536875241', '536875264', '536876082', '536876571', '536879696', '536880847', '536886218']","['T', 'Twelve']",72.0978962026867,16,"['Star Control: Origins', 'Impact Winter', 'Force of Nature', 'GreedFall', 'Survivalist', 'My Time at Portia', 'Super Seducer 2', 'Change: A Homeless Survival Experience', 'Eve: Echoes', 'Hytale']","['Fantasy', 'Comedy', 'Sandbox', 'Romance']","The Sims: Unleashed is the fifth expansion pack for The Sims, designed to offer truly lively animal friends, with all the fun and responsibility that comes with pet ownership. Apart from introducing pets into the game as Sims and not objects, Unleashed also offers new careers including Chef, Circus Performer, and naturally, Veterinarian. The expansion also adds 125 new objects, for both pets and people. For the first time, Sims can grow vegetables in their own garden plots. Harvested crops are stored in a pantry, then sold at a farmer's market or enjoyed by the farmers themselves. Gardening Sims may especially appreciate a devoted feline friend, who will help by chasing rabbits and gophers away from the crops.","['Electronic Arts', 'Maxis', 'Aspyr Media', 'Westlake Interactive']"

228,2008,World of Warcraft: Wrath of the Lich King,expansion,world-of-warcraft-wrath-of-the-lich-king,"['PC (Microsoft Windows)', 'Mac']",['Role-playing (RPG)'],"['17', '268435468', '536871008', '536871812', '536875162', '536875381', '536875789', '536876718', '536880004', '536880296']","['Twelve', 'T']",89.96127273352388,234,"['Eador: Imperium', 'Albion Online', 'Echo of Soul', 'Citadel: Forged With Fire', 'Shadows: Awakening', 'Fairy Tail Online', 'Eternity: The Last Unicorn', 'Dragalia Lost', 'Torchlight III', 'Pokémon Shield']",['Fantasy'],"World of Warcraft: Wrath of the Lich King, often referred to as WotLK, or Wrath, is the second expansion set for the massively multiplayer online role-playing game (MMORPG) World of Warcraft, following The Burning Crusade. It adds a substantial amount of content to the game world, including the continent of Northrend, home of the eponymous Lich King, and a new character ""hero"" class.",['Blizzard Entertainment']
39509,1985,Pitfall II: Lost Caverns,main_game,pitfall-ii-lost-caverns,['Arcade'],['Platform'],"['268435464', '536871049', '536873064', '536873327', '536875621', '536876718', '536876808', '536878481', '536894845']",,,0,"['Donkey Kong', 'Toby: The Secret Mine', 'Forgotton Anne', 'Planet Alpha', 'Pitfall 3D: Beyond the Jungle', 'Pikuniku', 'Dream Alone', 'Crackle Cradle', 'Charly the Clown', 'Bottle Flip 3D']",,"Pitfall Harry travels through the jungle and caverns to find all kinds of treasures including gold bars, silver bars, money bags and diamond rings.

Pitfall Harry must avoid or jump over dangers such as logs, snakes, scorpions, fires, etc. He must also swing on vines to get across mud bogs, tar pits, crocodile-infested ponds, etc. As for some crocodile-infested ponds which have no vines at all, Pitfall Harry must carefully jump on their heads but not their mouths with careful timing to get across. He can also climb up and down ladders and jump over open holes. He can also even swim across underground streams while avoiding electric eels. Pitfall Harry must also sometimes avoid falling rocks and other plummeting projectiles.

The caverns have different floors connected by ladders and are like a maze. Points are scored by collecting treasures.","['Sega', 'Activision']"
19231,1998,Test Drive 5,main_game,test-drive-5,"['PC (Microsoft Windows)', 'PlayStation']",['Racing'],"['268435466', '536872983', '536874822', '536880441', '536884029', '536884032']",['E'],69.9721139923686,8,"['Asphalt 6: Adrenaline', 'Rise: Race the Future', 'LA Street Racing', 'Drive Isle', 'Sprint 4', 'Wheels II', 'Option Tuning Car Battle Spec-R', 'Forza Horizon 4', 'Super Street: The Game', 'Grid']",,"Hear the roar of engines and smell the burnt rubber as you step up to take the challenge of Test Drive 5. Race on 18 different tracks in locations such as Moscow, Honolulu, Tokyo and the winding streets of San Francisco.

The interesting twist is that the courses are reversible giving you an total of 31 driving combinations. Add that to 40 cars including classics such as the Dodge Viper, Shelby Series 1, Jaguar XKR, Saleen S351, Chevrolet Corvette, Ford Mustang, and the Plymouth Hemi Barracuda among other super-charged and secret cars that will melt the asphalt beneath your tires.",
5534,2005,The Sims 2: Nightlife,expansion,the-sims-2-nightlife,"['PC (Microsoft Windows)', 'Mac']","['Role-playing (RPG)', 'Simulator', 'Strategy', 'Adventure']","['17', '27', '33', '44', '268435468', '268435469', '268435471', '268435487', '536870955', '536871123', '536871906', '536872074', '536872996', '536876571', '536876701', '536877520', '536879696', '536880847', '536882126', '536884021', '536899967']","['T', 'Twelve']",80.06191353870531,24,"['The Sims 3', 'The Sims 4', 'Star Control: Origins', 'Force of Nature', 'GreedFall', 'Junkyard Simulator', 'Super Seducer 2', 'Dude Simulator 2', 'Eve: Echoes', 'Hytale']","['Fantasy', 'Comedy', 'Sandbox', 'Romance']","Your Sims are on the town hitting all the swanky hot spots in The Sims 2: Nightlife, the second expansion pack for The Sims 2. Whether they're dancing until dawn, romancing that special someone, or striking out at the bowling alley, it'll be an unforgettable night! Let your Sims loose to enjoy their favorite after-dark activities as they pursue a life of pleasure. Determine their love lives as you discover the chemistry between Sims. Will their life aspirations and personalities click or clash? It could be the beginning of a stormy affair or a dating disaster. Ready for fun and romance? Bring on the night!","['Maxis', 'Aspyr Media', 'Electronic Arts']"
45088,1998,Reel Fishing,main_game,reel-fishing,['PlayStation'],['Simulator'],,['E'],,0,,,"Reel Fishing is designed to create a realistic angling experience in the comfort of the gamer's living room. Strategy comes in choosing the right lure for the circumstance and it takes skill to hook the big ones and reel them in successfully. Underwater shots and ""fish-eye"" views of the lure offer a perspective on the sport that few ever see on an actual outing. Players can even take a ""picture"" of their prize catch before releasing it back into the virtual wild.",['Victor Interactive Software']
26131,2000,Cool Boarders 4,main_game,cool-boarders-4,['PlayStation'],['Sport'],"['268435470', '536871829', '536873064', '536877707', '536880441', '536884031', '536884863']",['E'],,0,"['Cool Boarders', 'Cool Boarders 3', 'Cool Boarders 2001', 'NCAA Final Four 2000', ""Trick'N Snowboarder"", ""Heavy Shreddin'"", 'Pro Yakyuu Spirits 2019', 'Madden NFL 20', 'Real Football 2018', 'Real Football 2019']",,"Cool Boarders 4 features 16 real-life professional snowboarders ranging from 13 year-old prodigy Shaun White to veterans such as Noah Salasnek and living-legend Jim Rippey. Players also have the ability to custom-create a rider by selecting a body, choosing brand name attire and gear, and customizing any available board to your liking. Players can choose among 34 boards from Burton, Forum, K2, MLY, M3, Salomon, Ride, Morrow and Santa Cruz.

There are over 30 new courses spread out over five authentic mountains that are filled with steep cliffs, drops, jumps, rails and various obstacles. Cool Boarders 4 also features Dirty Hands by hard rock artist, Outer Circle. And the game is compatible with the Dual Shock Analog Controller and your choice of memory cards.After three top sellers, Cool Boarders is still the slickest competition on the slopes.

Cool Boarders 4 features big names like Jim Rippey, Ross Powers, Michele Taggart, J.P. Walker, Andrew Crawford, Shaun White and others; big boards like Burton, Fourm, K2, MLY, M3, Salomon, Ride, Morrow, Santa Cruz; big mountains and big features; big customization; a big trickmaster mode; big events; a big multiplayer tournament mode; big tricks; and big brawls.","['Idol Minds', '989 Studios']"
175928,2003,Tom Clancy's Ghost Recon: Jungle Storm,main_game,tom-clancys-ghost-recon-jungle-storm,['N-Gage'],['Shooter'],"['39', '268435461']",['T'],,0,"['Phantomers Insurreccion', 'Bubble Fighter', 'Left Alive', 'World War 3', 'Call of Duty: Mobile', 'Call of Duty: Modern Warfare', 'The Fallen', 'Mighty Tank', 'Fire!', 'Call of Duty: Modern Warfare III']",['Warfare'],"This game tells the tale of yet another adventure for the Ghost Recon group, an elite team of military soldiers. The story and game are completely different from those of the game with the same name published by Ubisoft for the Playstation 2.

In line with the franchise, this is a realistic first-person tactical shooter in which you are given command of a handful of soldiers which you must use and direct to accomplish a series of missions. This particular game offers storyline-type missions which can be played in either single player mode or co-operative multiplayer. It also offers competitive multiplayer game modes: deathmatch, survival and defend.

Story: The year is 2010 and the situation in Bogota explodes. Explosions, gun fights and general mayhem trouble major Colombian cities as the ever-fragile cease-fire between guerrilla groups and right-wing paramilitaries has just been broken. The driving force behind the violence has been identified as the MFLC (Movimiento de las Fuerzas Libres Colombianas), a paramilitary group funded by drug cartels. Washington, in collaboration with the Cuban and Colombian governments who are clearly overwhelmed by the current events, has chosen to put an end to the MFLC once and for all. Enter the Ghosts.",['Gameloft']
6330,2013,Omerta: City of Gangsters,main_game,omerta-city-of-gangsters--1,"['PC (Microsoft Windows)', 'Xbox 360', 'Mac']","['Role-playing (RPG)', 'Simulator', 'Strategy', 'Turn-based strategy (TBS)']","['17', '22', '268435468', '268435469', '268435471', '268435472', '536871196', '536871263', '536871327', '536871701', '536871801', '536872070', '536872205', '536872406', '536872581', '536873364', '536875046', '536875062', '536875160', '536875199', '536875432', '536875531', '536876400', '536876429', '536876569', '536876695', '536876797', '536877960', '536878415', '536879108']",['T'],62.21061325604413,14,"['Battle for Wesnoth', 'Endless Legend', 'Aarklash: Legacy', 'Fallen Enchantress', 'Legends of Eisenwald', 'Rise of Venice', 'Battle Brothers', 'Fire Emblem Heroes', 'Fire Emblem: Three Houses', 'Judgment: Apocalypse Survival Simulation']","['Fantasy', 'Historical']","Work your way up from small-time crook to boss of the underworld in this strategic simulation set in the Golden Twenties by setting up speakeasies, gambling dens and distilleries. Recruit a hard-hitting crew armed with a variety of lethal weapons and equipment for tactical turn-based combat. Match wits with the AI or work your way up the global leaderboards in action-packed online duels.","['Haemimont Games', 'Kalypso Media']"
260736,2023,Red Dead Redemption: Undead Nightmare,port,red-dead-redemption-undead-nightmare--1,"['PlayStation 4', 'Nintendo Switch']",,,,,0,,,A port for the Switch and PS4 lacking multiplayer modes present in the original release.,"['Rockstar Games', 'Double Eleven']"
78329,2007,Lumines: Puzzle Fusion,port,lumines-puzzle-fusion,['PC (Microsoft Windows)'],"['Music', 'Puzzle', 'Indie', 'Arcade']","['268435463', '268435465', '268435488', '268435489']",['E'],,0,"['Audioshield', 'Rusty Lake: Roots', ""Don't Knock Twice"", 'Winds of Revenge', 'Quern - Undying Thoughts', 'House of Caravan', 'Dream Alone', 'Infinity Beats Song Edition', 'Munchkin Match', ""A Fisherman's Tale""]",,"Indulge yourself with the harmonious fusion of puzzle, light, and music. Experience the famous Console game now available for your PC with enhanced, stylish graphics and block-rocking beats. As you create 2x2 squares in the same color, the vertical time line wipes them away from left to right. Play to the music dynamically generated in synch with your game-play. The award-winning game is an addictive puzzler with 5 intriguing modes: Challenge Mode, Skin Edit Mode, Time Attack Mode, Puzzle Mode, and Mission Mode.","['Q Entertainment', 'WildTangent']"
12312,1982,Megamania,main_game,megamania,"['Atari 2600', 'Atari 5200']",['Shooter'],"['1', '18', '268435461', '536871078', '536872843', '536876354', '536876718']",['CLASS_IND_L'],69.87217647138942,8,"['Space Impact Evolution', 'Immortal: Unchained', 'Crackle Cradle', 'Earth Defense Force: Iron Rain', 'Left Alive', 'Wolfenstein: Youngblood', 'Control', 'Gene Rain', 'Rebel Galaxy Outlaw', 'PlanetSide Arena']","['Action', 'Science fiction']","In Megamania, the gameplay resembles that of Space Invaders. Rather than being aliens or spaceships, however, the enemies in this game are various objects such as hamburgers, bow ties, and steam irons. The object is to shoot them down before the energy bar at the bottom of screen is depleted, all while avoiding the oncoming enemies and their own projectiles attacks. Each of the enemies fly in select patterns and as soon as they hit the bottom of the screen, they re-appear at the top until shot by the player. The player's spacecraft depicted in the game is a cross between the U.S.S. Enterprise and Klingon battlecruiser from the Star Trek universe.
Gameplay-wise and in terms of graphics, MegaMania bears a very strong resemblance to Sega's 1981 arcade title ""Astro Blaster"". Both games feature nearly identical patterns of approaching enemies with the player relying on an ""Energy"" meter. Also, the player's ship bears a remarkable similarity in both games.

When Megamania was originally sold, anyone who scored above 45,000 points could send Activision a picture of their screen and become an official Megamaniac. They also would receive an Official Megamaniac emblem.[2]
If a player exceeds a score of 999,999 the game ends.","['Activision', 'Polyvox']"
246,2001,Diablo II: Lord of Destruction,expansion,diablo-ii-lord-of-destruction,"['PC (Microsoft Windows)', 'Mac']","['Role-playing (RPG)', ""Hack and slash/Beat 'em up""]","['1', '17', '19', '268435468', '268435481', '536870928', '536870934', '536871041', '536871059', '536871138', '536871148', '536871301', '536871304', '536871328', '536871409', '536871489', '536871490', '536871535', '536871728', '536871874', '536871980', '536872098', '536872245', '536872257', '536872308', '536872334', '536872898', '536873384', '536873947', '536874398', '536875044', '536875185', '536875196', '536875199', '536875263', '536875300', '536875304', '536875309', '536875311', '536875319', '536875380', '536875409', '536875453', '536875456', '536875457', '536875525', '536875526', '536875699', '536875789', '536875791', '536875798', '536875799', '536875803', '536875830', '536875868', '536875941', '536876036', '536876220', '536876282', '536876315', '536876365', '536876499', '536876573', '536876585', '536876642', '536876704', '536876718', '536876730', '536876752', '536876986', '536877053', '536877208', '536877453', '536877568', '536877569', '536877579', '536877992', '536878008', '536878335', '536878370', '536878388', '536878480', '536879891', '536880168', '536880564', '536880607', '536880755', '536880765', '536881009', '536884030']","['M', 'Sixteen', 'GRAC_Eighteen']",89.11083930095324,310,"[""Baldur's Gate II: Shadows of Amn"", 'Diablo', 'The Elder Scrolls V: Skyrim', 'Dishonored', 'Darkstone', 'Planescape: Torment', 'The Elder Scrolls Online', 'Torchlight', 'Perfect World', 'Rogue Galaxy']","['Action', 'Fantasy', 'Horror']","Diablo II: Lord of Destruction is an expansion to Diablo II. It adds Act V which concludes the overarching story, offers a new area with more powerful enemies and six quests to achieve.","['Blizzard Entertainment', 'Blizzard North']"
8466,1982,Cosmic Ark,main_game,cosmic-ark,['Atari 2600'],"['Shooter', 'Adventure']","['1', '18', '268435461', '268435487', '536876718']",,,0,"['Cyberpunk 2077', 'Star Control: Origins', 'Immortal: Unchained', 'Earth Defense Force: Iron Rain', 'Gears 5', 'Wolfenstein: Youngblood', 'Control', 'Gene Rain', 'Rebel Galaxy Outlaw', 'Astral Chain']","['Action', 'Science fiction']","The sun of Alpha Ro is fading fast! Soon it will flicker out. The Cosmic Ark races to save creatures from doomed planets in that solar system. Meteor showers bombard the Ark, threatening its Atlantean crew - and planetary defense systems make this mission of mercy doubly treacherous! Time and energy slip away- work fast or these defenceless little beasties will disappear for all time.",['Imagic']
4106,1999,Monster Rancher 2,main_game,monster-rancher-2,['PlayStation'],"['Platform', 'Role-playing (RPG)', 'Simulator', 'Strategy']","['1', '35', '268435464', '268435468', '268435469', '268435471', '536870928', '536870990', '536871010', '536871423', '536871470', '536872594', '536875053', '536875074', '536875245', '536875271', '536875284', '536875396', '536875829', '536880441', '536880550', '536884027', '536884456']",['E'],70.51010356977649,12,"['Breach & Clear', 'Forgotton Anne', 'Star Control: Origins', 'Force of Nature', 'GreedFall', 'Survivalist', 'Medieval Kingdom Wars', ""Girls' Frontline"", 'Mr. Prepper', 'Super Seducer 2']","['Action', 'Kids']",Monster Rancher 2 (released 1999) is a video game and the second North American and Japanese installment in the Monster Rancher series. In Europe (and other PAL locations) Monster Rancher 2 is the first release in the series and is thus named Monster Rancher.,['Tecmo']
4122,2007,Legacy of Kain: Soul Reaver,main_game,legacy-of-kain-soul-reaver,"['PC (Microsoft Windows)', 'PlayStation', 'PlayStation 3', 'Dreamcast', 'PlayStation Portable']","['Puzzle', 'Adventure']","['1', '17', '19', '268435465', '268435487', '536870981', '536871041', '536871082', '536871117', '536871123', '536871335', '536871470', '536871945', '536872070', '536872619', '536872793', '536872898', '536874398', '536874943', '536875046', '536875199', '536875271', '536875284', '536875638', '536875789', '536875910', '536876167', '536876505', '536876523', '536876850', '536876875', '536876996', '536877057', '536877691', '536878255', '536878466', '536879223', '536879761', '536879893', '536879895', '536879918', '536880285', '536880441', '536880689', '536881704', '536881979', '536884031', '536884032', '536884863']","['Sixteen', 'M', 'CLASS_IND_Sixteen', 'USK_16']",80.67010749702304,130,"['God of War II', 'Legacy of Kain: Defiance', 'Legacy of Kain: Soul Reaver 2', 'Blood Omen: Legacy of Kain', 'Bloodstained: Ritual of the Night', 'Days Gone', 'Dead Cells', 'Code Vein', 'Children of Morta', 'Dream Alone']","['Action', 'Fantasy', 'Horror']","A third-person action/adventure game in which, after the events of Blood Omen: Legacy of Kain (1996), Kain has created a vampiric empire in the world of Nosgoth. One of Kain's children and underlings, Raziel, is disgraced and cast down by a jealous Kain after surpassing him by growing wings and woken up centuries after in a corrupted form to get revenge against his once-brothers.","['Nixxes Software', 'Eidos Interactive', 'Crystal Dynamics', 'Square Enix', 'Sony Computer Entertainment']"
1095,2014,Donkey Kong Land III,main_game,donkey-kong-land-iii,"['Game Boy Color', 'Game Boy', 'Nintendo 3DS']","['Platform', 'Adventure']","['1', '268435464', '268435487', '536875282']","['E', 'Three', 'CERO_A']",70.05915701733448,8,"['Toby: The Secret Mine', 'Forgotton Anne', 'Planet Alpha', 'Pepper Grinder', 'Pikuniku', 'Garena Free Fire', 'Unbound: Worlds Apart', 'Eternity: The Last Unicorn', 'Gears 5', 'Apsulov: End of Gods']",['Action'],"Donkey Kong Land III is the last part in the Donkey Kong Land series and was released for the Game Boy by Nintendo in 1997.

Fame-and-fortune seekers have flooded Donkey Kong Country in search of the fabled Lost World. Dixie Kong & Kiddy Kong rush through 36 Kong-sized levels of action and adventure. Use your animal friends - Squitter the spider, Squawks the parrot, Ellie the elephant, Enguarde the swordfish and Parry the parallel bird - to help you prove your adventuring skills and find the Lost World before someone else does!","['Rare', 'Nintendo', 'Gradiente']"
